cid;grupo_cid;descricao_grupo
N03;N00-N99;Doenças do aparelho geniturinário
N03.0;N00-N99;Doenças do aparelho geniturinário
N03.1;N00-N99;Doenças do aparelho geniturinário
N03.2;N00-N99;Doenças do aparelho geniturinário
N03.3;N00-N99;Doenças do aparelho geniturinário
N03.4;N00-N99;Doenças do aparelho geniturinário
N03.5;N00-N99;Doenças do aparelho geniturinário
N03.6;N00-N99;Doenças do aparelho geniturinário
N03.7;N00-N99;Doenças do aparelho geniturinário
N03.8;N00-N99;Doenças do aparelho geniturinário
N03.9;N00-N99;Doenças do aparelho geniturinário
N04;N00-N99;Doenças do aparelho geniturinário
N04.0;N00-N99;Doenças do aparelho geniturinário
N04.1;N00-N99;Doenças do aparelho geniturinário
N04.2;N00-N99;Doenças do aparelho geniturinário
N04.3;N00-N99;Doenças do aparelho geniturinário
N04.4;N00-N99;Doenças do aparelho geniturinário
N04.5;N00-N99;Doenças do aparelho geniturinário
N04.6;N00-N99;Doenças do aparelho geniturinário
N04.7;N00-N99;Doenças do aparelho geniturinário
N04.8;N00-N99;Doenças do aparelho geniturinário
N04.9;N00-N99;Doenças do aparelho geniturinário
N05;N00-N99;Doenças do aparelho geniturinário
N05.0;N00-N99;Doenças do aparelho geniturinário
N05.1;N00-N99;Doenças do aparelho geniturinário
N05.2;N00-N99;Doenças do aparelho geniturinário
N05.3;N00-N99;Doenças do aparelho geniturinário
N05.4;N00-N99;Doenças do aparelho geniturinário
N05.5;N00-N99;Doenças do aparelho geniturinário
N05.6;N00-N99;Doenças do aparelho geniturinário
N05.7;N00-N99;Doenças do aparelho geniturinário
N05.8;N00-N99;Doenças do aparelho geniturinário
N05.9;N00-N99;Doenças do aparelho geniturinário
N06;N00-N99;Doenças do aparelho geniturinário
N06.0;N00-N99;Doenças do aparelho geniturinário
N06.1;N00-N99;Doenças do aparelho geniturinário
N06.2;N00-N99;Doenças do aparelho geniturinário
N06.3;N00-N99;Doenças do aparelho geniturinário
N06.4;N00-N99;Doenças do aparelho geniturinário
N06.5;N00-N99;Doenças do aparelho geniturinário
N06.6;N00-N99;Doenças do aparelho geniturinário
N06.7;N00-N99;Doenças do aparelho geniturinário
N06.8;N00-N99;Doenças do aparelho geniturinário
N06.9;N00-N99;Doenças do aparelho geniturinário
N07;N00-N99;Doenças do aparelho geniturinário
N07.0;N00-N99;Doenças do aparelho geniturinário
N07.1;N00-N99;Doenças do aparelho geniturinário
N07.2;N00-N99;Doenças do aparelho geniturinário
N07.3;N00-N99;Doenças do aparelho geniturinário
N07.4;N00-N99;Doenças do aparelho geniturinário
N07.5;N00-N99;Doenças do aparelho geniturinário
N07.6;N00-N99;Doenças do aparelho geniturinário
N07.7;N00-N99;Doenças do aparelho geniturinário
N07.8;N00-N99;Doenças do aparelho geniturinário
N07.9;N00-N99;Doenças do aparelho geniturinário
N08;N00-N99;Doenças do aparelho geniturinário
N08.0;N00-N99;Doenças do aparelho geniturinário
N08.1;N00-N99;Doenças do aparelho geniturinário
N08.2;N00-N99;Doenças do aparelho geniturinário
N08.3;N00-N99;Doenças do aparelho geniturinário
N08.4;N00-N99;Doenças do aparelho geniturinário
N08.5;N00-N99;Doenças do aparelho geniturinário
N08.6;N00-N99;Doenças do aparelho geniturinário
N08.7;N00-N99;Doenças do aparelho geniturinário
N08.8;N00-N99;Doenças do aparelho geniturinário
N08.9;N00-N99;Doenças do aparelho geniturinário
N09;N00-N99;Doenças do aparelho geniturinário
N09.0;N00-N99;Doenças do aparelho geniturinário
N09.1;N00-N99;Doenças do aparelho geniturinário
N09.2;N00-N99;Doenças do aparelho geniturinário
N09.3;N00-N99;Doenças do aparelho geniturinário
N09.4;N00-N99;Doenças do aparelho geniturinário
N09.5;N00-N99;Doenças do aparelho geniturinário
N09.6;N00-N99;Doenças do aparelho geniturinário
N09.7;N00-N99;Doenças do aparelho geniturinário
N09.8;N00-N99;Doenças do aparelho geniturinário
N09.9;N00-N99;Doenças do aparelho geniturinário
N10;N00-N99;Doenças do aparelho geniturinário
N10.0;N00-N99;Doenças do aparelho geniturinário
N10.1;N00-N99;Doenças do aparelho geniturinário
N10.2;N00-N99;Doenças do aparelho geniturinário
N10.3;N00-N99;Doenças do aparelho geniturinário
N10.4;N00-N99;Doenças do aparelho geniturinário
N10.5;N00-N99;Doenças do aparelho geniturinário
N10.6;N00-N99;Doenças do aparelho geniturinário
N10.7;N00-N99;Doenças do aparelho geniturinário
N10.8;N00-N99;Doenças do aparelho geniturinário
N10.9;N00-N99;Doenças do aparelho geniturinário
N11;N00-N99;Doenças do aparelho geniturinário
N11.0;N00-N99;Doenças do aparelho geniturinário
N11.1;N00-N99;Doenças do aparelho geniturinário
N11.2;N00-N99;Doenças do aparelho geniturinário
N11.3;N00-N99;Doenças do aparelho geniturinário
N11.4;N00-N99;Doenças do aparelho geniturinário
N11.5;N00-N99;Doenças do aparelho geniturinário
N11.6;N00-N99;Doenças do aparelho geniturinário
N11.7;N00-N99;Doenças do aparelho geniturinário
N11.8;N00-N99;Doenças do aparelho geniturinário
N11.9;N00-N99;Doenças do aparelho geniturinário
N12;N00-N99;Doenças do aparelho geniturinário
N12.0;N00-N99;Doenças do aparelho geniturinário
N12.1;N00-N99;Doenças do aparelho geniturinário
N12.2;N00-N99;Doenças do aparelho geniturinário
N12.3;N00-N99;Doenças do aparelho geniturinário
N12.4;N00-N99;Doenças do aparelho geniturinário
N12.5;N00-N99;Doenças do aparelho geniturinário
N12.6;N00-N99;Doenças do aparelho geniturinário
N12.7;N00-N99;Doenças do aparelho geniturinário
N12.8;N00-N99;Doenças do aparelho geniturinário
N12.9;N00-N99;Doenças do aparelho geniturinário
N13;N00-N99;Doenças do aparelho geniturinário
N13.0;N00-N99;Doenças do aparelho geniturinário
N13.1;N00-N99;Doenças do aparelho geniturinário
N13.2;N00-N99;Doenças do aparelho geniturinário
N13.3;N00-N99;Doenças do aparelho geniturinário
N13.4;N00-N99;Doenças do aparelho geniturinário
N13.5;N00-N99;Doenças do aparelho geniturinário
N13.6;N00-N99;Doenças do aparelho geniturinário
N13.7;N00-N99;Doenças do aparelho geniturinário
N13.8;N00-N99;Doenças do aparelho geniturinário
N13.9;N00-N99;Doenças do aparelho geniturinário
N14;N00-N99;Doenças do aparelho geniturinário
N14.0;N00-N99;Doenças do aparelho geniturinário
N14.1;N00-N99;Doenças do aparelho geniturinário
N14.2;N00-N99;Doenças do aparelho geniturinário
N14.3;N00-N99;Doenças do aparelho geniturinário
N14.4;N00-N99;Doenças do aparelho geniturinário
N14.5;N00-N99;Doenças do aparelho geniturinário
N14.6;N00-N99;Doenças do aparelho geniturinário
N14.7;N00-N99;Doenças do aparelho geniturinário
N14.8;N00-N99;Doenças do aparelho geniturinário
N14.9;N00-N99;Doenças do aparelho geniturinário
N15;N00-N99;Doenças do aparelho geniturinário
N15.0;N00-N99;Doenças do aparelho geniturinário
N15.1;N00-N99;Doenças do aparelho geniturinário
N15.2;N00-N99;Doenças do aparelho geniturinário
N15.3;N00-N99;Doenças do aparelho geniturinário
N15.4;N00-N99;Doenças do aparelho geniturinário
N15.5;N00-N99;Doenças do aparelho geniturinário
N15.6;N00-N99;Doenças do aparelho geniturinário
N15.7;N00-N99;Doenças do aparelho geniturinário
N15.8;N00-N99;Doenças do aparelho geniturinário
N15.9;N00-N99;Doenças do aparelho geniturinário
N16;N00-N99;Doenças do aparelho geniturinário
N16.0;N00-N99;Doenças do aparelho geniturinário
N16.1;N00-N99;Doenças do aparelho geniturinário
N16.2;N00-N99;Doenças do aparelho geniturinário
N16.3;N00-N99;Doenças do aparelho geniturinário
N16.4;N00-N99;Doenças do aparelho geniturinário
N16.5;N00-N99;Doenças do aparelho geniturinário
N16.6;N00-N99;Doenças do aparelho geniturinário
N16.7;N00-N99;Doenças do aparelho geniturinário
N16.8;N00-N99;Doenças do aparelho geniturinário
N16.9;N00-N99;Doenças do aparelho geniturinário
N17;N00-N99;Doenças do aparelho geniturinário
N17.0;N00-N99;Doenças do aparelho geniturinário
N17.1;N00-N99;Doenças do aparelho geniturinário
N17.2;N00-N99;Doenças do aparelho geniturinário
N17.3;N00-N99;Doenças do aparelho geniturinário
N17.4;N00-N99;Doenças do aparelho geniturinário
N17.5;N00-N99;Doenças do aparelho geniturinário
N17.6;N00-N99;Doenças do aparelho geniturinário
N17.7;N00-N99;Doenças do aparelho geniturinário
N17.8;N00-N99;Doenças do aparelho geniturinário
N17.9;N00-N99;Doenças do aparelho geniturinário
N18;N00-N99;Doenças do aparelho geniturinário
N18.0;N00-N99;Doenças do aparelho geniturinário
N18.1;N00-N99;Doenças do aparelho geniturinário
N18.2;N00-N99;Doenças do aparelho geniturinário
N18.3;N00-N99;Doenças do aparelho geniturinário
N18.4;N00-N99;Doenças do aparelho geniturinário
N18.5;N00-N99;Doenças do aparelho geniturinário
N18.6;N00-N99;Doenças do aparelho geniturinário
N18.7;N00-N99;Doenças do aparelho geniturinário
N18.8;N00-N99;Doenças do aparelho geniturinário
N18.9;N00-N99;Doenças do aparelho geniturinário
N19;N00-N99;Doenças do aparelho geniturinário
N19.0;N00-N99;Doenças do aparelho geniturinário
N19.1;N00-N99;Doenças do aparelho geniturinário
N19.2;N00-N99;Doenças do aparelho geniturinário
N19.3;N00-N99;Doenças do aparelho geniturinário
N19.4;N00-N99;Doenças do aparelho geniturinário
N19.5;N00-N99;Doenças do aparelho geniturinário
N19.6;N00-N99;Doenças do aparelho geniturinário
N19.7;N00-N99;Doenças do aparelho geniturinário
N19.8;N00-N99;Doenças do aparelho geniturinário
N19.9;N00-N99;Doenças do aparelho geniturinário
N20;N00-N99;Doenças do aparelho geniturinário
N20.0;N00-N99;Doenças do aparelho geniturinário
N20.1;N00-N99;Doenças do aparelho geniturinário
N20.2;N00-N99;Doenças do aparelho geniturinário
N20.3;N00-N99;Doenças do aparelho geniturinário
N20.4;N00-N99;Doenças do aparelho geniturinário
N20.5;N00-N99;Doenças do aparelho geniturinário
N20.6;N00-N99;Doenças do aparelho geniturinário
N20.7;N00-N99;Doenças do aparelho geniturinário
N20.8;N00-N99;Doenças do aparelho geniturinário
N20.9;N00-N99;Doenças do aparelho geniturinário
N21;N00-N99;Doenças do aparelho geniturinário
N21.0;N00-N99;Doenças do aparelho geniturinário
N21.1;N00-N99;Doenças do aparelho geniturinário
N21.2;N00-N99;Doenças do aparelho geniturinário
N21.3;N00-N99;Doenças do aparelho geniturinário
N21.4;N00-N99;Doenças do aparelho geniturinário
N21.5;N00-N99;Doenças do aparelho geniturinário
N21.6;N00-N99;Doenças do aparelho geniturinário
N21.7;N00-N99;Doenças do aparelho geniturinário
N21.8;N00-N99;Doenças do aparelho geniturinário
N21.9;N00-N99;Doenças do aparelho geniturinário
N22;N00-N99;Doenças do aparelho geniturinário
N22.0;N00-N99;Doenças do aparelho geniturinário
N22.1;N00-N99;Doenças do aparelho geniturinário
N22.2;N00-N99;Doenças do aparelho geniturinário
N22.3;N00-N99;Doenças do aparelho geniturinário
N22.4;N00-N99;Doenças do aparelho geniturinário
N22.5;N00-N99;Doenças do aparelho geniturinário
N22.6;N00-N99;Doenças do aparelho geniturinário
N22.7;N00-N99;Doenças do aparelho geniturinário
N22.8;N00-N99;Doenças do aparelho geniturinário
N22.9;N00-N99;Doenças do aparelho geniturinário
N23;N00-N99;Doenças do aparelho geniturinário
N23.0;N00-N99;Doenças do aparelho geniturinário
N23.1;N00-N99;Doenças do aparelho geniturinário
N23.2;N00-N99;Doenças do aparelho geniturinário
N23.3;N00-N99;Doenças do aparelho geniturinário
N23.4;N00-N99;Doenças do aparelho geniturinário
N23.5;N00-N99;Doenças do aparelho geniturinário
N23.6;N00-N99;Doenças do aparelho geniturinário
N23.7;N00-N99;Doenças do aparelho geniturinário
N23.8;N00-N99;Doenças do aparelho geniturinário
N23.9;N00-N99;Doenças do aparelho geniturinário
N24;N00-N99;Doenças do aparelho geniturinário
N24.0;N00-N99;Doenças do aparelho geniturinário
N24.1;N00-N99;Doenças do aparelho geniturinário
N24.2;N00-N99;Doenças do aparelho geniturinário
N24.3;N00-N99;Doenças do aparelho geniturinário
N24.4;N00-N99;Doenças do aparelho geniturinário
N24.5;N00-N99;Doenças do aparelho geniturinário
N24.6;N00-N99;Doenças do aparelho geniturinário
N24.7;N00-N99;Doenças do aparelho geniturinário
N24.8;N00-N99;Doenças do aparelho geniturinário
N24.9;N00-N99;Doenças do aparelho geniturinário
N25;N00-N99;Doenças do aparelho geniturinário
N25.0;N00-N99;Doenças do aparelho geniturinário
N25.1;N00-N99;Doenças do aparelho geniturinário
N25.2;N00-N99;Doenças do aparelho geniturinário
N25.3;N00-N99;Doenças do aparelho geniturinário
N25.4;N00-N99;Doenças do aparelho geniturinário
N25.5;N00-N99;Doenças do aparelho geniturinário
N25.6;N00-N99;Doenças do aparelho geniturinário
N25.7;N00-N99;Doenças do aparelho geniturinário
N25.8;N00-N99;Doenças do aparelho geniturinário
N25.9;N00-N99;Doenças do aparelho geniturinário
N26;N00-N99;Doenças do aparelho geniturinário
N26.0;N00-N99;Doenças do aparelho geniturinário
N26.1;N00-N99;Doenças do aparelho geniturinário
N26.2;N00-N99;Doenças do aparelho geniturinário
N26.3;N00-N99;Doenças do aparelho geniturinário
N26.4;N00-N99;Doenças do aparelho geniturinário
N26.5;N00-N99;Doenças do aparelho geniturinário
N26.6;N00-N99;Doenças do aparelho geniturinário
N26.7;N00-N99;Doenças do aparelho geniturinário
N26.8;N00-N99;Doenças do aparelho geniturinário
N26.9;N00-N99;Doenças do aparelho geniturinário
N27;N00-N99;Doenças do aparelho geniturinário
N27.0;N00-N99;Doenças do aparelho geniturinário
N27.1;N00-N99;Doenças do aparelho geniturinário
N27.2;N00-N99;Doenças do aparelho geniturinário
N27.3;N00-N99;Doenças do aparelho geniturinário
N27.4;N00-N99;Doenças do aparelho geniturinário
N27.5;N00-N99;Doenças do aparelho geniturinário
N27.6;N00-N99;Doenças do aparelho geniturinário
N27.7;N00-N99;Doenças do aparelho geniturinário
N27.8;N00-N99;Doenças do aparelho geniturinário
N27.9;N00-N99;Doenças do aparelho geniturinário
N28;N00-N99;Doenças do aparelho geniturinário
N28.0;N00-N99;Doenças do aparelho geniturinário
N28.1;N00-N99;Doenças do aparelho geniturinário
N28.2;N00-N99;Doenças do aparelho geniturinário
N28.3;N00-N99;Doenças do aparelho geniturinário
N28.4;N00-N99;Doenças do aparelho geniturinário
N28.5;N00-N99;Doenças do aparelho geniturinário
N28.6;N00-N99;Doenças do aparelho geniturinário
N28.7;N00-N99;Doenças do aparelho geniturinário
N28.8;N00-N99;Doenças do aparelho geniturinário
N28.9;N00-N99;Doenças do aparelho geniturinário
N29;N00-N99;Doenças do aparelho geniturinário
N29.0;N00-N99;Doenças do aparelho geniturinário
N29.1;N00-N99;Doenças do aparelho geniturinário
N29.2;N00-N99;Doenças do aparelho geniturinário
N29.3;N00-N99;Doenças do aparelho geniturinário
N29.4;N00-N99;Doenças do aparelho geniturinário
N29.5;N00-N99;Doenças do aparelho geniturinário
N29.6;N00-N99;Doenças do aparelho geniturinário
N29.7;N00-N99;Doenças do aparelho geniturinário
N29.8;N00-N99;Doenças do aparelho geniturinário
N29.9;N00-N99;Doenças do aparelho geniturinário
N30;N00-N99;Doenças do aparelho geniturinário
N30.0;N00-N99;Doenças do aparelho geniturinário
N30.1;N00-N99;Doenças do aparelho geniturinário
N30.2;N00-N99;Doenças do aparelho geniturinário
N30.3;N00-N99;Doenças do aparelho geniturinário
N30.4;N00-N99;Doenças do aparelho geniturinário
N30.5;N00-N99;Doenças do aparelho geniturinário
N30.6;N00-N99;Doenças do aparelho geniturinário
N30.7;N00-N99;Doenças do aparelho geniturinário
N30.8;N00-N99;Doenças do aparelho geniturinário
N30.9;N00-N99;Doenças do aparelho geniturinário
N31;N00-N99;Doenças do aparelho geniturinário
N31.0;N00-N99;Doenças do aparelho geniturinário
N31.1;N00-N99;Doenças do aparelho geniturinário
N31.2;N00-N99;Doenças do aparelho geniturinário
N31.3;N00-N99;Doenças do aparelho geniturinário
N31.4;N00-N99;Doenças do aparelho geniturinário
N31.5;N00-N99;Doenças do aparelho geniturinário
N31.6;N00-N99;Doenças do aparelho geniturinário
N31.7;N00-N99;Doenças do aparelho geniturinário
N31.8;N00-N99;Doenças do aparelho geniturinário
N31.9;N00-N99;Doenças do aparelho geniturinário
N32;N00-N99;Doenças do aparelho geniturinário
N32.0;N00-N99;Doenças do aparelho geniturinário
N32.1;N00-N99;Doenças do aparelho geniturinário
N32.2;N00-N99;Doenças do aparelho geniturinário
N32.3;N00-N99;Doenças do aparelho geniturinário
N32.4;N00-N99;Doenças do aparelho geniturinário
N32.5;N00-N99;Doenças do aparelho geniturinário
N32.6;N00-N99;Doenças do aparelho geniturinário
N32.7;N00-N99;Doenças do aparelho geniturinário
N32.8;N00-N99;Doenças do aparelho geniturinário
N32.9;N00-N99;Doenças do aparelho geniturinário
N33;N00-N99;Doenças do aparelho geniturinário
N33.0;N00-N99;Doenças do aparelho geniturinário
N33.1;N00-N99;Doenças do aparelho geniturinário
N33.2;N00-N99;Doenças do aparelho geniturinário
N33.3;N00-N99;Doenças do aparelho geniturinário
N33.4;N00-N99;Doenças do aparelho geniturinário
N33.5;N00-N99;Doenças do aparelho geniturinário
N33.6;N00-N99;Doenças do aparelho geniturinário
N33.7;N00-N99;Doenças do aparelho geniturinário
N33.8;N00-N99;Doenças do aparelho geniturinário
N33.9;N00-N99;Doenças do aparelho geniturinário
N34;N00-N99;Doenças do aparelho geniturinário
N34.0;N00-N99;Doenças do aparelho geniturinário
N34.1;N00-N99;Doenças do aparelho geniturinário
N34.2;N00-N99;Doenças do aparelho geniturinário
N34.3;N00-N99;Doenças do aparelho geniturinário
N34.4;N00-N99;Doenças do aparelho geniturinário
N34.5;N00-N99;Doenças do aparelho geniturinário
N34.6;N00-N99;Doenças do aparelho geniturinário
N34.7;N00-N99;Doenças do aparelho geniturinário
N34.8;N00-N99;Doenças do aparelho geniturinário
N34.9;N00-N99;Doenças do aparelho geniturinário
N35;N00-N99;Doenças do aparelho geniturinário
N35.0;N00-N99;Doenças do aparelho geniturinário
N35.1;N00-N99;Doenças do aparelho geniturinário
N35.2;N00-N99;Doenças do aparelho geniturinário
N35.3;N00-N99;Doenças do aparelho geniturinário
N35.4;N00-N99;Doenças do aparelho geniturinário
N35.5;N00-N99;Doenças do aparelho geniturinário
N35.6;N00-N99;Doenças do aparelho geniturinário
N35.7;N00-N99;Doenças do aparelho geniturinário
N35.8;N00-N99;Doenças do aparelho geniturinário
N35.9;N00-N99;Doenças do aparelho geniturinário
N36;N00-N99;Doenças do aparelho geniturinário
N36.0;N00-N99;Doenças do aparelho geniturinário
N36.1;N00-N99;Doenças do aparelho geniturinário
N36.2;N00-N99;Doenças do aparelho geniturinário
N36.3;N00-N99;Doenças do aparelho geniturinário
N36.4;N00-N99;Doenças do aparelho geniturinário
N36.5;N00-N99;Doenças do aparelho geniturinário
N36.6;N00-N99;Doenças do aparelho geniturinário
N36.7;N00-N99;Doenças do aparelho geniturinário
N36.8;N00-N99;Doenças do aparelho geniturinário
N36.9;N00-N99;Doenças do aparelho geniturinário
N37;N00-N99;Doenças do aparelho geniturinário
N37.0;N00-N99;Doenças do aparelho geniturinário
N37.1;N00-N99;Doenças do aparelho geniturinário
N37.2;N00-N99;Doenças do aparelho geniturinário
N37.3;N00-N99;Doenças do aparelho geniturinário
N37.4;N00-N99;Doenças do aparelho geniturinário
N37.5;N00-N99;Doenças do aparelho geniturinário
N37.6;N00-N99;Doenças do aparelho geniturinário
N37.7;N00-N99;Doenças do aparelho geniturinário
N37.8;N00-N99;Doenças do aparelho geniturinário
N37.9;N00-N99;Doenças do aparelho geniturinário
N38;N00-N99;Doenças do aparelho geniturinário
N38.0;N00-N99;Doenças do aparelho geniturinário
N38.1;N00-N99;Doenças do aparelho geniturinário
N38.2;N00-N99;Doenças do aparelho geniturinário
N38.3;N00-N99;Doenças do aparelho geniturinário
N38.4;N00-N99;Doenças do aparelho geniturinário
N38.5;N00-N99;Doenças do aparelho geniturinário
N38.6;N00-N99;Doenças do aparelho geniturinário
N38.7;N00-N99;Doenças do aparelho geniturinário
N38.8;N00-N99;Doenças do aparelho geniturinário
N38.9;N00-N99;Doenças do aparelho geniturinário
N39;N00-N99;Doenças do aparelho geniturinário
N39.0;N00-N99;Doenças do aparelho geniturinário
N39.1;N00-N99;Doenças do aparelho geniturinário
N39.2;N00-N99;Doenças do aparelho geniturinário
N39.3;N00-N99;Doenças do aparelho geniturinário
N39.4;N00-N99;Doenças do aparelho geniturinário
N39.5;N00-N99;Doenças do aparelho geniturinário
N39.6;N00-N99;Doenças do aparelho geniturinário
N39.7;N00-N99;Doenças do aparelho geniturinário
N39.8;N00-N99;Doenças do aparelho geniturinário
N39.9;N00-N99;Doenças do aparelho geniturinário
N40;N00-N99;Doenças do aparelho geniturinário
N40.0;N00-N99;Doenças do aparelho geniturinário
N40.1;N00-N99;Doenças do aparelho geniturinário
N40.2;N00-N99;Doenças do aparelho geniturinário
N40.3;N00-N99;Doenças do aparelho geniturinário
N40.4;N00-N99;Doenças do aparelho geniturinário
N40.5;N00-N99;Doenças do aparelho geniturinário
N40.6;N00-N99;Doenças do aparelho geniturinário
N40.7;N00-N99;Doenças do aparelho geniturinário
N40.8;N00-N99;Doenças do aparelho geniturinário
N40.9;N00-N99;Doenças do aparelho geniturinário
N41;N00-N99;Doenças do aparelho geniturinário
N41.0;N00-N99;Doenças do aparelho geniturinário
N41.1;N00-N99;Doenças do aparelho geniturinário
N41.2;N00-N99;Doenças do aparelho geniturinário
N41.3;N00-N99;Doenças do aparelho geniturinário
N41.4;N00-N99;Doenças do aparelho geniturinário
N41.5;N00-N99;Doenças do aparelho geniturinário
N41.6;N00-N99;Doenças do aparelho geniturinário
N41.7;N00-N99;Doenças do aparelho geniturinário
N41.8;N00-N99;Doenças do aparelho geniturinário
N41.9;N00-N99;Doenças do aparelho geniturinário
N42;N00-N99;Doenças do aparelho geniturinário
N42.0;N00-N99;Doenças do aparelho geniturinário
N42.1;N00-N99;Doenças do aparelho geniturinário
N42.2;N00-N99;Doenças do aparelho geniturinário
N42.3;N00-N99;Doenças do aparelho geniturinário
N42.4;N00-N99;Doenças do aparelho geniturinário
N42.5;N00-N99;Doenças do aparelho geniturinário
N42.6;N00-N99;Doenças do aparelho geniturinário
N42.7;N00-N99;Doenças do aparelho geniturinário
N42.8;N00-N99;Doenças do aparelho geniturinário
N42.9;N00-N99;Doenças do aparelho geniturinário
N43;N00-N99;Doenças do aparelho geniturinário
N43.0;N00-N99;Doenças do aparelho geniturinário
N43.1;N00-N99;Doenças do aparelho geniturinário
N43.2;N00-N99;Doenças do aparelho geniturinário
N43.3;N00-N99;Doenças do aparelho geniturinário
N43.4;N00-N99;Doenças do aparelho geniturinário
N43.5;N00-N99;Doenças do aparelho geniturinário
N43.6;N00-N99;Doenças do aparelho geniturinário
N43.7;N00-N99;Doenças do aparelho geniturinário
N43.8;N00-N99;Doenças do aparelho geniturinário
N43.9;N00-N99;Doenças do aparelho geniturinário
N44;N00-N99;Doenças do aparelho geniturinário
N44.0;N00-N99;Doenças do aparelho geniturinário
N44.1;N00-N99;Doenças do aparelho geniturinário
N44.2;N00-N99;Doenças do aparelho geniturinário
N44.3;N00-N99;Doenças do aparelho geniturinário
N44.4;N00-N99;Doenças do aparelho geniturinário
N44.5;N00-N99;Doenças do aparelho geniturinário
N44.6;N00-N99;Doenças do aparelho geniturinário
N44.7;N00-N99;Doenças do aparelho geniturinário
N44.8;N00-N99;Doenças do aparelho geniturinário
N44.9;N00-N99;Doenças do aparelho geniturinário
N45;N00-N99;Doenças do aparelho geniturinário
N45.0;N00-N99;Doenças do aparelho geniturinário
N45.1;N00-N99;Doenças do aparelho geniturinário
N45.2;N00-N99;Doenças do aparelho geniturinário
N45.3;N00-N99;Doenças do aparelho geniturinário
N45.4;N00-N99;Doenças do aparelho geniturinário
N45.5;N00-N99;Doenças do aparelho geniturinário
N45.6;N00-N99;Doenças do aparelho geniturinário
N45.7;N00-N99;Doenças do aparelho geniturinário
N45.8;N00-N99;Doenças do aparelho geniturinário
N45.9;N00-N99;Doenças do aparelho geniturinário
N46;N00-N99;Doenças do aparelho geniturinário
N46.0;N00-N99;Doenças do aparelho geniturinário
N46.1;N00-N99;Doenças do aparelho geniturinário
N46.2;N00-N99;Doenças do aparelho geniturinário
N46.3;N00-N99;Doenças do aparelho geniturinário
N46.4;N00-N99;Doenças do aparelho geniturinário
N46.5;N00-N99;Doenças do aparelho geniturinário
N46.6;N00-N99;Doenças do aparelho geniturinário
N46.7;N00-N99;Doenças do aparelho geniturinário
N46.8;N00-N99;Doenças do aparelho geniturinário
N46.9;N00-N99;Doenças do aparelho geniturinário
N47;N00-N99;Doenças do aparelho geniturinário
N47.0;N00-N99;Doenças do aparelho geniturinário
N47.1;N00-N99;Doenças do aparelho geniturinário
N47.2;N00-N99;Doenças do aparelho geniturinário
N47.3;N00-N99;Doenças do aparelho geniturinário
N47.4;N00-N99;Doenças do aparelho geniturinário
N47.5;N00-N99;Doenças do aparelho geniturinário
N47.6;N00-N99;Doenças do aparelho geniturinário
N47.7;N00-N99;Doenças do aparelho geniturinário
N47.8;N00-N99;Doenças do aparelho geniturinário
N47.9;N00-N99;Doenças do aparelho geniturinário
N48;N00-N99;Doenças do aparelho geniturinário
N48.0;N00-N99;Doenças do aparelho geniturinário
N48.1;N00-N99;Doenças do aparelho geniturinário
N48.2;N00-N99;Doenças do aparelho geniturinário
N48.3;N00-N99;Doenças do aparelho geniturinário
N48.4;N00-N99;Doenças do aparelho geniturinário
N48.5;N00-N99;Doenças do aparelho geniturinário
N48.6;N00-N99;Doenças do aparelho geniturinário
N48.7;N00-N99;Doenças do aparelho geniturinário
N48.8;N00-N99;Doenças do aparelho geniturinário
N48.9;N00-N99;Doenças do aparelho geniturinário
N49;N00-N99;Doenças do aparelho geniturinário
N49.0;N00-N99;Doenças do aparelho geniturinário
N49.1;N00-N99;Doenças do aparelho geniturinário
N49.2;N00-N99;Doenças do aparelho geniturinário
N49.3;N00-N99;Doenças do aparelho geniturinário
N49.4;N00-N99;Doenças do aparelho geniturinário
N49.5;N00-N99;Doenças do aparelho geniturinário
N49.6;N00-N99;Doenças do aparelho geniturinário
N49.7;N00-N99;Doenças do aparelho geniturinário
N49.8;N00-N99;Doenças do aparelho geniturinário
N49.9;N00-N99;Doenças do aparelho geniturinário
N50;N00-N99;Doenças do aparelho geniturinário
N50.0;N00-N99;Doenças do aparelho geniturinário
N50.1;N00-N99;Doenças do aparelho geniturinário
N50.2;N00-N99;Doenças do aparelho geniturinário
N50.3;N00-N99;Doenças do aparelho geniturinário
N50.4;N00-N99;Doenças do aparelho geniturinário
N50.5;N00-N99;Doenças do aparelho geniturinário
N50.6;N00-N99;Doenças do aparelho geniturinário
N50.7;N00-N99;Doenças do aparelho geniturinário
N50.8;N00-N99;Doenças do aparelho geniturinário
N50.9;N00-N99;Doenças do aparelho geniturinário
N51;N00-N99;Doenças do aparelho geniturinário
N51.0;N00-N99;Doenças do aparelho geniturinário
N51.1;N00-N99;Doenças do aparelho geniturinário
N51.2;N00-N99;Doenças do aparelho geniturinário
N51.3;N00-N99;Doenças do aparelho geniturinário
N51.4;N00-N99;Doenças do aparelho geniturinário
N51.5;N00-N99;Doenças do aparelho geniturinário
N51.6;N00-N99;Doenças do aparelho geniturinário
N51.7;N00-N99;Doenças do aparelho geniturinário
N51.8;N00-N99;Doenças do aparelho geniturinário
N51.9;N00-N99;Doenças do aparelho geniturinário
N52;N00-N99;Doenças do aparelho geniturinário
N52.0;N00-N99;Doenças do aparelho geniturinário
